pH,TSS,Turbidity,BOD,COD,NH4_N,Total_Nitrogen,Phosphate,Fecal_Coliform,Oil_Grease,TDS,Heavy_Metals,Treatment_Stage
7.175431597338291,69.38705458288004,33.95928549850723,137.86475540686945,333.5777387395473,7.468684440571641,15.55778288535311,3.5093201695556124,2968.468336188469,7.387068117119935,1816.5838763855904,0.0443856106829251,Secondary
7.065133814608558,188.41203664576216,43.97770766682034,216.95633426961297,375.12850311008657,10.535623083355382,27.576256085598708,1.253732918537371,1454.8056152296026,6.769736457101246,1214.6807321103329,0.1085783907899183,Secondary
7.1692013726878105,265.6421883284399,112.06968908202988,10.028825826207733,44.50650671508125,1.6053250948610631,11.56276622003887,1.3696646640982215,1047.4510607212223,0.7780587368957996,654.491445576396,0.0348986924240096,Primary
6.9452508139718265,5.0,73.96280196829339,150.1483533601147,297.9725207880118,4.033869707837189,26.013655600150607,5.165882543860798,6226.599658603382,8.211348531061741,1113.8450963168866,0.1806095560318643,Secondary
6.951631797447822,8.925852939393184,6.422722197659379,2.346761391562918,3.5180419564882506,22.170061702763352,82.85593670176041,11.438389773741129,276.5028974669809,1.0743891392896185,1517.6929332763339,0.1194445460242492,Tertiary
7.077519112310445,106.1149048496787,52.88491487933141,195.91337677810577,283.5202448840161,4.741741009727575,16.769351241906598,3.0317101410795653,3849.487780241322,8.228517519855911,1623.3850226010684,0.0750600349701999,Secondary
7.156714686443924,393.57969447884136,123.97558157484173,14.695519012463928,25.60553323800245,0.600932459293471,7.627579771544521,1.0417640252464837,369.7787371343894,4.435060994151732,1003.4371724496884,0.0899529551101209,Primary
7.129251191347544,343.6889464713957,117.5130892955534,17.811718892655843,59.40539811728971,1.2765797283307432,5.097505136016475,1.838782144950424,437.7627630057143,2.3868515545988243,1042.172584838523,0.0884880142558581,Primary
7.044832002279817,24.043053363997956,10.308727878175414,7.712506078267032,18.30454907289469,15.014683815457316,89.76015311474225,8.569723911814934,0.0,2.0652148049605126,1464.73511357886,0.08850335172232723,Tertiary
6.786486117692131,100.30125357945704,60.35772966548875,130.12349751137884,347.2651248944543,15.92034201303672,28.634428931157583,3.9911335632675935,560.9624241764582,14.957676039932991,2269.5933264124487,0.017492451142405,Secondary
6.91217167405744,193.1423592556345,85.36243156721025,18.624488847154417,82.19267404618188,3.8828736764657767,9.007532166134244,1.2035139214765862,10.0,5.491650588034509,300.0,0.0566976925668003,Primary
7.068930647304788,134.200303527532,83.87257530839203,155.6709177298143,165.2853533572611,5.797834864837336,15.863509910460872,1.9619944490569208,2602.7840771075475,5.374832390629324,1263.1617290462025,0.0001,Secondary
6.561908888649396,109.10186077640456,42.46509390751791,93.6882707034378,273.53415502695816,3.2463874789890914,20.791521422044983,2.842964780968572,5043.197098214683,1.351415548712609,1258.7293655779265,0.1935771555281958,Secondary
7.293188789193387,7.307258012199174,12.048186820632097,8.234156533417144,30.17240991388215,26.358667702160417,63.24082623039833,10.928100755531133,0.0,3.823448290467714,1296.653765721871,0.011339085612842068,Tertiary
7.1290961628698915,6.467523762398886,2.056632829046742,6.000595241436772,15.712387651585313,25.154887675651405,52.269522323452115,8.059104894281344,1904.9017968521846,0.9101720630540004,1208.311600051397,0.09205382722924012,Tertiary
7.238034634945978,7.14955337189676,5.521133232615066,11.521939035156043,16.075131562459294,24.801987088753815,87.27833859418033,12.381623705154562,0.0,2.8779330423254126,1020.7518067963888,0.16877568479417923,Tertiary
7.320840410831479,758.8943769653051,215.29516380102257,227.19720271422665,544.3685984632177,30.102615783109663,59.49962260912046,13.42649359779288,3319.535892728916,105.06291876559456,2812.889269259981,1.3589088350780625,Advanced
7.186565568688588,11.689353626771402,6.46984033507491,6.823233674211544,21.341869645917104,35.73049296027064,73.72792377500801,14.460814956148987,1667.9497273836844,1.8711253948122142,2019.9554313951296,0.0672157738906539,Tertiary
7.384657607697186,57.3745663601269,43.6386320601252,107.04627140767184,422.47993658525706,11.422935221408483,10.169492655762404,7.168759958949609,1022.0461630056304,0.4970075132279214,1445.3602953475,0.0954496085898562,Secondary
7.54808954729755,113.817276426161,73.15010207277409,163.59788031920314,311.6922011234872,7.685189050908429,23.378285301334827,1.5431127522575177,789.5913266434552,18.696969337052344,649.4018274074219,0.0448600378866177,Secondary
7.389709258914853,219.64543868198703,41.25633936064271,185.9211278697023,296.9599806712759,6.770253151762062,12.732479447604792,2.2576447456651065,10.0,2.521927152691961,969.103633152894,0.0855607637062327,Secondary
7.004530453044352,14.181994657187962,7.149786002391426,7.891306428677294,22.90280778882744,16.422070468942657,46.52974464639466,13.782647063537416,536.9448187508214,0.4504019131776118,1493.1044396452944,0.14623069377252135,Tertiary
7.795519586210272,370.7321844542325,197.43019594190835,251.4771512734408,558.8096883176597,2.4842233201694164,22.12558447481487,15.184716798235222,5399.682123277786,91.4707244069873,1178.0162591029082,1.37985249757563,Advanced
6.190115405083548,171.36547915977042,227.0982364313972,239.5426219045832,681.4390130015693,34.77254585409067,52.26038558659088,6.618759972905136,10468.41415052132,74.54245032483071,3424.767032711559,2.660485959714649,Advanced
6.6639877465895765,388.02965445577786,154.23797908531108,15.52135253091385,53.32189722520421,3.86232097324874,7.305016133410204,0.9181649336712144,10.0,5.065124338653567,698.1574185798802,0.0783291403369174,Primary
6.459733636890542,163.5439328998932,60.00623689239968,95.84254828728083,297.2268971293497,8.069385563348764,31.51980695576168,2.6519233578022336,1525.221654874286,3.729280868554972,1426.069390342029,0.045017350870774,Secondary
6.698066973259233,323.4255735623089,120.66755978409776,170.85939412511817,894.036257510852,28.401950187453497,54.68946761830107,16.405721128970853,3244.285853306467,52.592187403593975,2577.5000461840395,0.6953101378887767,Advanced
7.054547454711271,123.40938917779678,66.15564730586962,149.62658254125654,288.26835397738563,11.9310658914733,8.791828758350553,4.4471372421827216,1259.407132172191,3.465895779432481,1501.79204367503,0.1515003353403984,Secondary
7.391071885011663,371.1301854021606,168.19083451892155,26.05861956717172,36.29502213230626,0.6703706064408463,5.982839459484127,1.4266029514818548,794.9367742371767,0.8574879616105417,689.9326768298026,0.0814456892446454,Primary
6.986228541861838,28.36196757438954,56.33633621614482,221.71013046979945,209.47465176878225,6.470760478804055,5.576580431668001,0.2,2499.40068444443,0.01,2340.5168739302826,0.0605911050973385,Secondary
7.026631767576704,270.8457265548607,108.39949072535153,11.304055981165911,87.67041260688089,1.4433527857082924,8.247369515809742,0.6145507516649656,10.0,3.542724569744272,1163.152058750154,0.0500906883649691,Primary
7.061153366131227,339.2177571051161,173.46868215534872,79.5332115370409,535.1944515240256,29.01663010792072,105.1452756342521,2.1658217036202165,7319.822863776002,68.39291238147595,3148.3470413813784,0.5483835536339348,Advanced
7.217142709728783,387.4407805403901,65.89074047699516,290.623328700578,834.9318295109407,37.225800499689015,48.389420626669406,4.392785837292145,100.0,94.7548849997204,2622.289725088538,1.4982547371862045,Advanced
7.297203757256994,327.8562412755855,120.9472236684415,12.959874778721112,22.300337573485063,1.56870452207625,4.613920520584534,1.8029075001150343,937.2948729418777,0.01,1011.508042924794,0.0459481489059699,Primary
7.767694047673331,377.1165151384996,236.60756339175327,301.1317644865571,774.363552360719,1.0,16.83069268658872,8.168803921242162,7698.541367754124,51.254214796459614,2648.899122542324,1.8539122281264344,Advanced
7.409569903611452,228.8156808521272,131.282205950874,1.0,26.92846736636076,2.957809255498581,3.6176281777622696,0.0559512079536674,357.2838585441842,3.56421468605994,988.5075603607,0.0716598004605745,Primary
7.181292833061543,9.18874280743306,8.678157184599504,3.356168884664097,37.376959320756356,34.200567373409655,46.51061468196623,11.371679162804108,377.8085708043219,0.01,695.9691511724297,0.1267839989231949,Tertiary
7.052510682325127,16.177026391180316,3.5841791753353256,4.103048985841085,12.624333691793101,35.05391301582057,83.18181927949777,5.425321404804763,677.4260563869461,2.178425053864159,1245.3433797355212,0.024600301539398697,Tertiary
7.329090407687266,367.836699477096,88.4874016995436,14.773493314781865,42.997264520507336,3.125267746187651,2.2229023780403274,1.3274142058726075,879.8541163412174,0.6485599831712849,1006.182612035636,0.0276015205505601,Primary
7.117844848336129,384.5751416193093,104.6867745327816,18.90563711786858,51.43242057021367,1.8248962786043503,3.8077908461015806,1.303880292750938,1010.1058154482496,1.1326690261509087,1580.4838357028664,0.0778029472927377,Primary
7.664340280493357,43.38383294374508,65.24308066836012,196.8544741171524,248.13523919508867,6.216894348441137,27.68604139166499,3.679123465319791,1697.8862801702817,4.759427074704801,1475.0984213722866,0.0842131017491361,Secondary
7.756465594512719,8.283388687784111,85.52661308236453,88.09495853958329,479.4874274208215,7.071031020436828,28.09155108859021,2.3577962906624226,2887.867025369188,10.61186856470666,1446.523408771336,0.1114939773218676,Secondary
7.051641632576156,15.846096491446112,6.887110094310492,6.7095281129400535,19.29925632367251,10.0,53.22800217659216,5.542600757453913,0.0,0.651422256922968,1096.1994965539188,0.06261441457137672,Tertiary
7.000925546226145,118.46906239288109,74.22369846043557,178.39854596902194,466.5737094367452,8.105033079639457,13.20764652866708,1.2310163020928049,10.0,10.761226019669763,1517.6473819416408,0.0304715613483083,Secondary
7.040980922731864,175.29351286843334,62.33913802270541,92.90648969826118,293.78733424786395,7.37135897614754,15.670518961383026,5.683822425827848,267.5468669075424,7.559776450479721,1511.4512035660505,0.0262021242406429,Secondary
7.114575097800568,24.555544436240254,3.0889252854676488,3.3975625609226823,26.269683707059485,21.16822390475448,37.214071469231314,10.268841900389612,1318.491639921565,2.2864087036890757,1253.3425718203755,0.09827542651230962,Tertiary
7.268035813832741,231.4258876978056,121.1713525669368,1.0,41.39619999776176,0.1,10.193573935732609,1.1457818067885093,329.0679653108156,5.362802605037478,797.3059004347201,0.0954548517138777,Primary
6.230676160785871,463.9587142704547,149.3863221429285,271.7742706834073,731.1195210860737,9.640173828767946,60.53730014028425,7.146545794534315,6673.37690313526,73.72419519659252,3725.878532181852,0.8188487744493776,Advanced
6.871110439022157,6.465704055546423,12.347935799101744,14.142078457671476,23.228850876509696,30.479130118617274,85.49108705283767,9.55155800972162,1039.7556863299765,2.2559433125654085,1863.912733365908,0.14129565613665948,Tertiary
6.984801768640261,394.7348957344133,255.50545401400296,208.7715884731537,622.6074645420898,16.300106727904044,105.25245604910486,0.1,6152.789967330908,51.713168271944646,3693.1724004059374,0.8174888026749181,Advanced
7.127904030991447,221.88698545849505,22.11710569871029,98.911070330844,360.5686931101292,4.798940705173167,19.79287271338752,2.571332861156559,1629.462123699995,15.009521298694192,1156.2771654857618,0.1767922080587522,Secondary
7.278824915615249,19.33695985230751,0.6185335313760572,3.848367494462458,10.10844195768645,22.96947867327893,74.15746870900139,9.704222868271037,1677.4600938419962,1.4072986891113,690.1899332701064,0.05515388086049608,Tertiary
